source,target
128,310
876,2684
2333,3532
1283,2513
438,4444
111,1834
279,3862
482,1481
3981,4621
2442,4872
1910,2796
2388,3360
3613,4868
4094,4683
1633,3198
549,3349
1730,1818
948,4263
1555,4675
2298,4719
38,2766
3265,4922
1643,4266
120,849
3220,3230
1713,4739
1083,4572
940,4789
4321,4968
542,3696
1483,3496
3747,3878
886,1025
1608,2444
3559,4581
2765,2771
4100,4447
941,2129
2703,3613
2085,2517
837,3240
329,555
2311,4257
621,4110
2209,4246
472,1543
1520,2223
23,2205
21,1378
2975,4422
3348,4704
506,632
2408,4311
763,3412
2910,3246
2590,3039
2313,3027
3223,3477
1027,3229
1722,3754
493,4756
89,465
319,3142
1047,3292
2788,3670
3550,3993
1363,2774
2058,2104
1915,3516
1810,3988
821,1030
4277,4995
1245,2526
2659,4953
565,4716
964,2247
1542,1958
2393,3262
2064,3760
4880,4921
2452,3576
463,2904
1015,1660
757,3839
2417,2572
2073,2762
3194,3432
2332,2464
1817,2284
2600,3447
1600,3518
1669,3877
1593,3064
407,2679
880,4360
4180,4402
3476,4020
2082,2474
1025,4714
1871,3688
1952,4579
1621,2493
1891,2125
1691,3757
2244,2886
1444,2833
1934,3929
1316,3816
846,4833
120,2743
1216,3383
601,2558
2287,3229
582,4265
520,3387
700,3732
1691,3878
2109,3637
743,2907
3618,4904
2914,4559
827,1329
1901,3193
326,1801
1356,4302
52,249
1709,4420
1872,3135
4506,4585
15,4797
1426,3314
2563,2760
803,3860
460,983
1236,3190
4701,4760
508,3683
1831,2316
46,1114
2534,3227
1094,3780
41,770
722,4137
2198,3012
873,2320
2093,3484
3168,3284
4451,4999
36,3809
4270,4658
820,1410
2609,2997
2597,3697
1365,3196
2127,3253
1762,2603
1905,4372
623,4279
1230,4957
3231,4508
1352,2210
3485,3570
3356,3685
551,4376
809,4900
635,4784
881,4022
726,4377
599,2875
3319,3574
783,3450
2284,3587
1054,3684
555,2051
1627,3317
314,3645
1320,3840
986,4718
525,1879
993,1230
1325,1703
1535,3499
2056,4662
171,4505
1363,1406
1182,3317
2111,3780
1679,4123
515,787
468,1466
1199,1685
1772,3038
1856,4429
2122,2599
30,974
3204,4058
2015,4193
2075,2258
2070,3900
1187,1301
860,943
325,3817
1818,4847
529,3058
2762,4127
852,4731
1435,2571
1507,3908
2935,4055
1215,3507
3608,4040
4011,4982
1368,2288
3594,3876
1180,4681
421,2414
2847,2895
660,2467
1288,1770
221,848
152,977
883,3936
2410,3308
970,3824
772,2119
1966,4314
3367,4358
2862,4600
668,3230
1357,1991
2864,4417
3413,3427
2833,4838
1248,4973
295,1672
4410,4785
2306,4089
3285,4181
28,1328
3563,3600
1376,3172
622,3464
3982,4752
874,1204
1003,1089
1536,3804
1498,3283
825,4237
3276,4711
3689,4126
1287,3773
1347,4807
810,2653
140,1101
28,631
1836,4446
1542,2013
45,46
530,1552
222,1399
1927,2349
3169,3309
3310,4480
2140,4857
2080,4843
761,4831
3920,4934
2244,2699
1294,3116
1311,2531
3914,4594
528,3842
786,2151
3621,3820
796,2610
178,3729
2886,3142
1814,4808
2669,3373
1957,2413
1351,2603
1275,1561
478,3203
3141,3597
385,760
2007,3402
1651,2306
2301,3620
1613,1785
3648,4596
3211,4595
1783,2233
459,4358
113,3721
371,2030
2060,4167
339,2226
1192,4128
2704,3451
1549,4631
250,4894
4512,4822
1394,3067
427,3278
222,4566
1340,3999
1686,2421
605,1564
675,4777
2017,3460
441,2395
2889,3618
1860,4937
339,4333
3530,4617
441,1577
2848,4031
778,2165
3995,4653
203,4674
483,4957
2603,3934
1006,4769
524,4729
593,2385
2472,3222
177,1009
1830,3718
2504,3403
3903,4835
544,1705
2443,2935
3814,4497
3389,3567
3122,3223
4216,4248
2817,4802
1828,1844
3352,3914
324,3099
2008,4929
1414,2204
249,2696
1480,3726
420,1531
862,4616
163,4844
545,4909
77,374
1567,4139
190,4452
2845,4756
2155,2360
1475,2335
4193,4422
3491,4904
2840,3860
598,4920
1486,3433
4428,4962
1460,4198
1394,2612
616,3513
2323,2846
1275,4152
265,2532
2288,4057
2028,2669
698,1633
3363,4574
3521,3965
2263,3475
1227,4606
2194,3375
1122,2863
4069,4965
4592,4777
1292,2520
779,3921
963,4496
841,4799
3855,4255
3535,4048
2351,3295
1330,4438
213,2463
1629,3310
2004,4419
400,4275
634,2227
3383,3627
1418,2043
2187,2554
136,3182
1134,2284
2376,3244
1538,2108
2066,4250
3045,3073
2606,3706
660,2401
1532,2330
966,3639
1256,4381
377,3244
1170,2880
2004,2554
3334,4115
1780,2809
295,4868
1592,3283
1363,3460
3190,4107
2085,4613
3993,4165
170,672
3685,3820
2442,2901
539,4447
1581,3804
1378,1755
1598,1758
1604,2970
1401,4102
1170,1954
2551,4241
2971,4598
779,2069
302,2144
1169,2749
682,4351
706,2759
3753,3816
417,441
1858,4957
98,4071
2142,2501
3917,4449
3339,4472
56,2384
2134,3845
608,3126
1232,3219
303,2261
84,911
3260,4593
2498,2809
536,2203
2948,3540
303,3658
1881,2352
3505,4360
2684,4891
1337,1434
246,2895
2228,2396
1705,4570
908,3243
3728,3880
423,2033
3031,4477
1267,4344
1878,2054
1678,2932
967,3823
382,4890
774,4182
2821,3849
4553,4636
312,1155
544,2673
740,3551
1564,2537
2685,4190
1482,4390
530,3943
1492,2368
1464,4521
464,1374
997,3823
1303,2883
35,2688
1397,4696
972,3012
1600,2352
1961,4509
459,1969
2952,3672
526,976
2265,4691
3916,4587
1996,4503
571,3836
79,3145
2903,4655
694,1691
2772,2923
2106,3062
1667,2197
1089,2257
237,1223
815,934
586,3097
646,1916
190,2868
2139,4407
652,4885
1311,1552
1636,1837
2658,4743
736,1580
825,4547
1028,3149
4166,4590
2485,4034
501,1683
2965,3439
29,4842
1621,3434
110,3518
115,2401
2417,2587
3134,3396
3263,4035
2265,4933
1098,3595
2385,3803
3906,4141
2717,4505
2727,2749
3002,4674
1202,4884
1544,2369
307,1524
436,3395
281,4275
1927,3827
5,4340
2940,4964
1765,2782
4514,4936
37,882
505,2219
1587,3944
3142,3866
2765,3162
1010,2620
2003,3593
2123,3658
1340,3249
1720,4702
3115,4672
1417,4664
2212,2949
789,3146
978,3799
2877,3568
1903,2837
3195,4143
800,4961
760,1627
877,2212
2028,3542
362,2520
1289,2385
2115,4184
2707,3830
570,1237
2851,3286
979,3391
2569,4125
3518,3749
2002,3489
2136,4472
1540,4892
244,434
3346,4167
2217,4582
2781,4395
830,1992
3552,4272
1747,4138
102,1253
702,4961
3868,3983
2882,4972
2744,4513
1139,1286
757,1184
1190,3732
1293,3150
2014,4667
2251,2365
407,842
3182,3692
981,3329
1024,1713
2832,4333
1608,3427
2272,2424
25,1945
2393,3882
406,1785
3606,4104
180,2233
1505,4911
3150,3595
3912,3918
312,2123
1588,1647
2004,3548
1801,2694
1004,4336
264,1328
1630,2812
595,2596
2262,3025
1341,2157
3184,4532
37,90
1599,4667
1456,2632
1640,4439
1633,3497
1158,4924
1722,2751
1999,3325
1713,2702
515,3017
575,4051
1929,3266
1060,4803
420,4177
3372,4933
3267,4651
1517,4224
913,1077
1706,2928
2830,3603
579,908
274,3012
606,1536
119,3138
3123,3596
413,3127
1268,1655
287,4937
2868,3077
1421,4637
58,4885
686,4942
2599,3855
240,4367
1477,1765
2122,2735
1184,2186
1829,3156
2187,2864
3305,4017
571,1205
808,2838
674,2609
2377,4910
1501,3061
411,2384
232,2907
1140,2530
2315,4446
2499,2806
868,1842
849,3778
2688,3267
888,3477
301,3946
812,2664
547,3184
941,2320
698,3353
73,3264
2542,4381
2277,4864
439,4819
1642,2367
1724,2931
3202,4656
3649,3655
722,2892
3200,3563
1751,4754
1773,2823
4854,4925
2130,4787
2426,3617
3419,3607
745,3024
3176,4603
886,2734
2070,4507
322,743
64,2168
2909,4030
194,3446
4059,4169
544,4727
346,2268
1359,1907
3162,3163
168,1178
1955,4153
2586,3461
593,1327
1295,3585
1677,3650
2804,4852
1119,4820
4185,4695
405,1801
1265,2659
2127,2129
2125,3517
50,3788
1755,4472
277,4504
2854,3397
209,3552
2401,4620
928,2973
2727,2804
4513,4645
2283,3810
258,3444
1333,1975
194,1702
2938,4973
1976,4067
1284,3022
2588,3399
3479,3607
1738,2963
1731,1792
2828,4283
455,2682
4388,4586
233,3801
785,4543
30,3701
547,1453
1796,3355
1061,1674
4686,4694
1472,2440
3960,4553
2284,4341
1183,2337
379,3037
2748,2755
2686,3826
494,3283
555,2216
1331,2437
2487,4111
145,4038
2153,2545
594,3864
692,2221
236,1941
4788,4826
3652,4558
2586,4763
1920,2724
53,958
3098,4386
180,2985
1153,3720
4195,4433
3851,4394
1473,2678
2517,3882
2971,3298
2437,3364
3186,4391
3284,4697
2661,3486
882,4573
383,3694
1491,3900
2783,2954
1269,1572
926,4616
1306,4083
1533,3079
630,1356
293,502
2761,4629
729,3284
2501,3241
1907,4717
429,4978
2659,4352
1296,4563
353,1950
766,1365
3699,3865
3126,4232
2064,3617
3308,3980
2124,2207
1728,1978
1177,4319
2473,4081
740,3298
2328,3434
406,1732
5,3374
3220,4510
2069,4900
634,4565
4383,4911
3163,3481
1750,2676
4152,4749
3343,4351
889,4037
1345,2856
175,1018
2498,4784
2931,3360
185,3426
2795,4482
1262,4807
331,1265
943,4273
2714,4530
1556,1992
1678,2921
4037,4395
2003,3206
2295,4317
743,2414
3074,4055
1195,3181
3411,4872
546,557
147,811
1387,4142
1392,4220
143,1335
394,2903
900,3529
666,1376
3441,4751
1310,4861
3982,4580
931,1832
1459,4166
755,1835
457,4127
887,3186
2855,4775
147,932
1647,2416
1390,3514
1090,4979
1155,3876
169,1859
2089,2468
2930,3084
1987,4443
2369,4508
450,1091
1131,3933
1790,3340
3359,4658
969,1656
1449,3047
878,4012
155,3129
2120,2986
1010,3414
282,4661
3598,3893
1356,3004
1650,1761
922,2483
3852,4712
584,1966
892,2082
1193,1256
468,4006
1151,3245
1588,3246
2904,4909
2038,3977
2234,3394
718,3363
570,3199
1253,4461
2378,4570
487,3201
1182,1777
234,806
19,3096
1782,3004
646,979
1174,3121
353,1400
556,2025
1072,1087
1182,2716
337,4839
1488,4183
1594,4875
3380,4730
1790,4521
3099,4488
2075,2933
2283,3636
464,1389
1916,2122
92,3732
2478,3057
3295,3316
386,1469
1456,2137
2684,2933
48,656
4371,4472
328,710
2081,3128
3710,4726
644,3161
1621,2618
673,3862
2615,4230
1524,2722
2623,4091
147,1537
1864,3544
1898,4589
413,1693
1122,2907
442,3148
1092,4196
1641,3243
3316,3496
1473,2841
513,4785
131,3700
1368,3084
1956,3483
1906,3891
20,4098
3265,3450
461,4100
1288,4781
1360,1917
2143,3080
1244,3957
2677,4219
3465,3740
951,4378
908,1527
1990,3252
3793,4508
3994,4498
2382,4530
3593,4154
1958,4468
881,2858
1156,2797
1758,3131
4552,4762
1142,2633
2000,2893
1300,3973
2764,3814
1606,3262
2602,3752
1525,4320
3746,4369
921,944
3608,3910
1342,3152
3064,3517
1391,2556
2258,4356
1019,2913
2628,3889
3244,4158
2712,4297
3276,4339
2373,2616
1569,2562
232,4748
1655,4551
3279,3590
56,4293
56,92
2547,3183
957,4923
90,908
1392,2865
1691,3198
492,659
1818,4959
2177,3320
3056,4228
1891,4949
7,321
950,4920
1428,1512
1903,4020
2648,4928
1772,3042
4059,4842
3782,4039
864,4853
1743,3738
380,1771
344,4063
1500,1536
4091,4565
1573,2280
2436,4375
2410,3191
168,3019
214,920
1299,2162
2058,4954
2832,4577
631,3460
894,4328
2553,2681
787,3707
938,4105
1215,2693
2483,4837
2242,4482
2032,4672
1741,1985
1395,3563
523,1382
2310,4357
13,3532
2274,4434
2064,4853
2160,3100
954,1605
2309,2442
1044,3750
1909,4952
2064,3806
2621,3202
2596,2620
3205,3896
266,1618
276,4292
2654,3793
2327,3398
594,925
1194,4862
3921,4517
965,3053
612,3423
715,2612
4457,4985
4465,4580
301,794
1877,3054
788,912
1756,2764
1107,4341
1461,3112
475,3835
2429,4964
1503,4506
3863,4404
3813,4812
2536,4797
2949,4212
1942,4324
2183,3218
877,4000
23,412
2180,4152
2894,3495
3396,4379
63,2965
1166,4776
1699,3290
1427,2831
3129,4264
608,4485
4625,4811
1903,3470
1271,3193
393,4947
2619,2859
451,4134
1779,2882
1113,3021
1498,4818
222,369
4561,4947
1436,1725
323,4622
340,2805
875,1163
684,2386
1303,4350
3447,3684
735,2846
2323,4931
2089,4764
2290,4754
1316,4814
2422,4910
1505,4713
567,4430
493,4481
2365,3127
1487,1663
3409,4331
327,4448
638,4081
683,1114
643,2210
932,4033
969,3134
2980,3107
2319,3361
3556,3977
1665,2608
3122,3456
3316,4490
2377,3073
1740,3950
1941,3186
1423,4243
1825,3240
3255,3985
1574,2197
3764,4091
2434,3055
2630,3933
2246,3004
1551,2213
1924,2724
3187,3292
167,3570
2041,2077
599,1995
2266,2424
335,3117
655,2341
1171,3389
223,432
536,663
1291,2259
2645,4406
3880,4424
1053,3370
141,1302
3847,3981
674,2290
3948,4558
235,4872
2654,4411
618,2395
1886,4539
1313,2691
869,1748
2266,4531
526,591
4511,4671
982,1396
894,2744
1008,2580
1957,2204
343,3624
1434,2163
305,1117
914,2393
2356,4424
556,4900
577,3296
1074,3577
335,4177
154,1887
68,4587
4154,4784
527,4347
3999,4910
2275,3718
193,4996
1294,2570
1521,3744
1710,2448
172,2429
58,607
1278,2562
2504,2723
3601,4985
27,1967
2563,3074
4163,4496
1503,3848
1300,2994
1217,3454
1186,1926
1417,3808
1929,3202
21,203
2744,4812
757,1254
906,4272
1300,4162
1857,3033
802,4151
2230,3544
2254,2440
2966,4366
3282,4868
164,336
2483,2677
2221,3431
927,1298
939,2584
1154,2243
101,3959
1921,4896
6,164
985,1010
343,3758
2411,4723
1798,3742
2426,3082
497,1192
3877,4115
7,510
2460,3834
1216,3242
2458,2741
2979,3904
898,4101
3190,4353
3548,4061
349,2610
1474,2756
2735,4712
999,4183
1650,2918
2531,4653
1390,3516
2823,4007
987,4294
1589,4399
2640,4559
866,3775
1621,2365
1096,2251
411,1394
8,2438
1918,4574
1453,2000
2365,3048
1522,4345
3292,3438
2177,3522
1480,2362
2199,3281
2094,3753
2925,3910
1316,3459
1278,3167
1025,4707
1386,1946
653,4835
1420,2762
1766,1938
1771,4268
1996,2400
1681,3291
2627,3206
701,2782
1618,2188
3734,3941
2165,4572
1203,3932
2550,4908
2830,2976
15,2454
779,1389
2527,2975
1649,4921
2079,4505
55,2755
2947,4729
2482,4629
639,4240
3053,3435
949,2739
2528,2530
2600,4621
3725,4996
545,1343
691,3612
1584,2432
1795,2652
329,4199
2149,2884
1225,4485
4719,4807
316,702
3451,4383
557,1582
94,4561
271,3440
4199,4771
902,3014
546,3150
2686,3991
1308,3207
1375,2214
184,2505
671,4084
2078,3354
612,2686
2912,4748
147,4572
147,371
821,4782
74,1061
96,2806
2271,2473
750,1869
130,2390
4342,4712
1023,3196
932,2812
4092,4766
88,2164
590,3048
1235,2032
1648,4416
2126,2994
1906,2725
946,1929
2002,4419
312,3040
107,1359
95,2059
1300,4083
3289,4563
2554,4114
1318,3908
1144,2560
965,2329
1381,4193
168,1719
147,4814
3471,4459
3266,3798
1048,3495
647,707
399,2820
2156,3960
208,4043
3537,4032
1505,2687
1682,2320
1274,3020
367,4036
143,4062
2044,2672
3472,4805
1049,1360
890,3030
140,1778
131,4173
1408,1707
2115,4309
2758,4415
1514,2628
454,1416
829,2525
1751,4261
562,4396
2496,2954
1639,3791
1572,4555
1448,2274
1080,2107
1162,2405
3028,3458
855,2928
3888,4087
2658,4184
3097,3588
3119,3347
579,4979
622,4383
569,2076
1195,4982
706,4791
963,4447
434,4103
869,4260
1475,1589
1509,4620
1669,4609
2429,3543
1185,3742
2262,3137
2785,2949
2895,4770
2444,2619
2335,3881
852,1583
1060,1761
2194,3676
673,1086
2887,4128
388,4337
4526,4724
422,3167
1606,4674
453,4466
1296,3694
64,3193
1165,2982
727,4971
2580,3833
2217,3781
4,146
200,3239
262,4642
2244,3389
1134,4571
2082,3327
3467,4824
1156,4330
2808,3956
1758,2449
2682,2797
674,4815
3358,3871
2296,3027
501,3352
1876,2175
2151,2380
1478,3563
711,4882
4369,4632
3152,4934
1686,2280
3869,4989
894,1068
2406,4592
505,1781
2370,2683
462,1145
372,2420
2180,4020
473,2960
3929,4976
385,2618
1346,3299
1241,1785
4792,4856
308,1846
1485,4397
2777,2963
2513,2853
4607,4810
1508,3334
1346,4467
3104,4489
1335,4803
1211,2064
1684,4462
321,509
3767,4052
725,1087
837,1328
1086,2298
3018,4193
733,4654
862,1092
1933,4385
973,2128
2430,3205
2499,2810
305,1669
1382,2296
1155,3825
3018,3375
131,1287
3174,3659
1438,3359
137,3024
1555,1729
2666,2694
2645,4032
695,2268
641,3954
536,3672
2344,3811
1740,4865
2411,2818
2036,3695
3906,3958
864,1030
525,1564
2235,4578
2902,3092
665,3264
2196,4098
436,3212
4054,4058
3978,4477
1829,4570
1669,3120
275,3789
593,2378
1873,4576
1842,3048
2575,3865
104,4136
221,2506
2602,4493
212,700
1413,2376
241,4141
941,2795
3455,3914
1872,1907
347,2322
431,1003
683,3439
275,4139
2300,4276
951,4422
292,1339
29,471
2408,3580
100,351
1762,4637
2431,3978
4513,4649
3945,4128
1096,2561
3446,4215
1687,4463
255,3379
964,1624
1511,4237
4367,4531
2917,4625
1254,4315
951,4543
1195,4903
488,877
4187,4600
3168,4621
2665,4000
1827,4887
1230,2682
227,2004
2021,3706
1744,2903
1868,3198
407,3103
3055,4451
710,2912
754,4379
1530,4600
286,4799
625,2050
467,2107
133,4971
549,4391
571,4150
2921,3818
2389,2762
59,3975
346,2985
2902,4744
4041,4788
3576,4688
3216,4382
958,4680
4134,4198
232,2361
1916,4649
3046,4873
300,4976
1740,2208
2140,4313
1307,4312
1355,3040
3349,3864
665,2593
3915,4275
690,3818
2247,2426
1679,3137
879,4279
1001,1761
1269,2973
495,1135
1663,2109
314,3009
1649,4197
118,3134
116,321
1659,4619
1394,3907
3632,4566
664,1587
20,3471
801,3807
534,3463
608,4166
2115,2391
2022,2163
2359,3017
783,2706
3687,3980
1536,4670
989,2811
3390,4925
2545,4833
174,4059
2946,3716
1246,2881
1249,2627
2137,3089
1951,2633
3116,3898
1259,3574
562,3417
1632,1870
3017,3367
2184,4598
589,4045
869,4328
3274,3932
134,203
277,1972
1715,4793
104,3707
1520,2568
3239,4648
1908,4370
2443,2499
402,2088
811,2256
269,4942
1857,4324
4369,4808
1168,4745
2589,3721
1259,4634
431,3957
2798,3306
587,4470
475,4000
929,3187
4628,4924
1252,4860
2890,3834
3437,4232
2821,3963
3211,4414
2982,4591
74,1855
877,4165
3250,3322
2410,3611
3996,4869
589,1025
255,3889
84,3482
1085,3821
3088,4199
1976,3992
2143,4923
3564,4128
1224,2704
23,1516
69,1632
0,4013
403,754
781,2363
839,1550
753,2035
481,3562
4038,4169
2343,3678
3141,3658
524,1394
3736,4770
1528,3465
2968,4898
2789,4667
513,1501
2314,4145
1531,4931
2200,4797
1672,4412
1386,2069
54,169
2602,4548
2504,3222
2194,4457
2063,3745
2555,4207
1218,3424
125,2035
2423,3004
1117,4540
998,2374
1937,2064
2207,3645
3380,4963
1312,1975
228,1409
1377,2370
1835,4002
658,1222
2738,3281
964,4941
4238,4765
3104,4799
3199,4659
1784,4185
3176,4675
1591,4810
3796,3831
2425,3989
658,2161
2048,4002
2421,2527
2395,3292
399,1641
2095,4986
2692,3515
1941,4290
284,873
2431,4154
2732,3062
3203,4670
2740,3448
1517,3733
1233,4957
2157,3127
1902,2083
3526,4091
3559,4268
2411,4175
291,768
2586,4930
2718,2871
710,4135
68,4402
83,2990
72,4521
2603,3069
1510,3141
127,2767
2117,2129
2757,4933
2683,4755
2767,3177
3037,4758
3322,3924
175,4915
1479,4730
2587,3475
1652,2214
2636,3596
1414,3554
552,1832
879,1998
75,483
585,3443
3801,4043
1060,1521
1120,2060
3184,3586
233,4223
1950,4244
23,3181
348,4698
568,2752
1891,4832
1679,2963
3869,4857
3440,4222
816,1016
3154,4582
523,4406
2995,3017
259,3579
1257,4667
1119,2222
522,4218
2724,3722
2159,3950
2419,2857
750,2355
115,2073
2265,4376
840,2514
3376,4816
2053,4722
2663,2665
208,1254
225,669
2668,4766
149,3828
634,3348
3564,3591
60,1504
4728,4860
1118,2643
15,41
2157,3732
1087,3293
3010,3419
804,4173
3051,3191
2261,3560
1354,4805
2355,2441
1486,3978
1474,2692
2666,4777
3550,4043
78,3251
909,1193
110,1217
2706,4361
853,1261
693,4049
1171,4051
324,1671
1721,4491
1098,3280
2545,4901
198,3023
2823,2896
416,4414
1302,2292
4669,4788
3117,4834
107,2087
903,974
1493,3994
118,1458
1592,3936
1607,4739
833,1669
1399,4332
580,1260
113,2548
2432,2866
1539,1831
2473,2638
3558,3880
1922,2535
476,1553
70,2851
1596,3533
3251,4891
1572,2947
830,1556
284,2780
1165,4515
210,350
160,2744
2692,4146
35,4964
2165,2414
1246,4359
2627,4660
3926,4693
1266,3254
2892,3682
1452,2249
3220,4945
835,2021
1138,1793
1389,3361
4173,4304
671,866
638,689
1202,2717
975,2260
772,3658
2578,4394
226,1684
897,4592
2265,3934
111,1697
716,1511
589,2490
2614,2627
2569,3113
344,1639
1677,4932
882,4432
106,2521
2399,3870
2036,3818
699,3035
3677,4258
320,2221
643,3140
686,2278
512,4377
4617,4816
1272,3836
1745,4285
279,1631
1272,1621
2435,4503
2402,4289
17,1631
1239,3659
2919,4027
2089,4997
2178,2302
474,1762
155,3443
289,1945
2768,4504
1386,4473
1085,1098
1670,4003
1516,3536
482,539
2588,4573
1196,4083
3207,4322
1780,4777
1386,3197
3717,4838
2318,4160
3275,4456
630,4611
3235,3337
912,3506
965,2615
392,2982
3164,4854
101,2769
584,1462
1874,3136
1139,1455
366,2471
435,844
28,2412
2003,2957
822,2458
987,4740
82,433
2005,2020
2368,4812
1845,4771
3304,4231
1934,3537
1848,2036
1428,3665
3157,4972
1872,2393
1397,4086
4640,4826
39,4412
913,2990
2783,4236
407,3118
2611,2732
2048,4541
1917,3075
138,4162
311,4053
225,2589
1909,2433
4082,4683
45,2887
2489,4176
472,1648
1950,3373
3870,4211
2342,4880
2342,4651
497,3398
1385,1874
404,955
2024,2504
2182,3615
1991,2852
3128,4513
1696,4890
3893,4050
1283,2765
802,2169
907,3417
3861,4283
215,2372
3699,4221
3262,3466
332,971
992,1017
2640,3382
379,4466
379,2251
315,4939
1232,2167
3639,4584
758,4233
981,1767
3204,4363
2610,3890
1423,4623
1373,3045
217,1142
3900,4332
3487,3934
2233,3674
44,396
3225,4422
2108,3908
4503,4810
3945,4748
1834,2127
994,1184
1386,1708
3012,4314
517,1030
40,1859
1557,2758
1591,4557
839,2478
440,2732
3366,3765
1131,3818
2096,4729
1518,4752
1581,2297
566,2319
3625,4699
1070,2081
115,2383
920,4537
2162,4265
44,3671
1014,2186
1791,3046
4016,4291
1245,4041
414,3884
233,2560
558,2845
625,1852
3722,4487
616,4247
1664,2712
1225,3308
2718,4604
3590,4304
391,867
2920,4967
215,2856
2847,3442
49,3089
2437,3278
1847,2015
1107,1488
1672,2428
1995,3347
1102,2312
2136,3057
935,1906
682,1460
2438,2870
2302,3992
662,3437
347,2150
3408,3896
617,1745
3416,3720
2210,4174
1850,3868
2043,3768
778,4551
563,1216
1979,3524
2608,4220
507,3041
66,3564
1213,3432
4365,4542
725,3385
1618,2205
346,4786
1404,3902
3778,4193
872,2092
1185,2323
180,3033
3170,3556
3676,3916
1515,2723
2107,4584
694,1002
262,3331
78,2756
752,4427
1803,2601
4117,4827
3823,4380
1992,3062
958,4266
1720,2603
89,2356
3134,4801
4557,4604
1174,1612
2990,4793
3226,3343
2355,4282
101,4810
1071,1110
2475,4872
2671,4747
2690,2811
1193,2564
1431,4836
2007,3720
405,4440
1263,4434
2163,4233
3095,4967
1123,3902
3083,3415
1405,4783
720,4451
2774,3074
1846,3479
2374,3598
227,4289
3267,4404
1648,3494
3685,4917
701,3391
2363,3476
67,1304
4062,4086
1555,3680
2498,4832
200,1833
2930,3937
628,2768
555,1472
1343,2979
3645,3919
460,4618
720,3754
1009,3399
468,2752
1726,4208
65,4991
1373,2629
4647,4897
922,1939
373,448
2184,4763
4,3291
255,4859
744,2835
1153,3794
76,4362
1323,2219
